Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
Ebru Ağırbaş,@ebrtrpnc,2024-05-09T23:00:00.000Z,False,21 yılda ne kadar da batıdan uzaklaştık üzücü,0,0,0,192,[],[],[],https://pbs.twimg.com/profile_images/1630596142680383488/0QchR59l_normal.jpg,https://x.com/ebrtrpnc/status/1788705510130143701,tweet_id:1788705510130143701
Beta,@betabetabeta222,2024-05-09T21:19:51.000Z,False,Sesini sevemedim,0,0,0,406,[],[],[],https://pbs.twimg.com/profile_images/1793016732082229248/rP6_-vJ2_normal.jpg,https://x.com/betabetabeta222/status/1788680306842542448,tweet_id:1788680306842542448
ilke,@ilkeycl,2024-05-09T21:12:52.000Z,False,ışınlandık mı o günlere be,0,0,0,558,[],[],['\\U0001f979'],https://pbs.twimg.com/profile_images/1792105340634333184/AQ1XRB4F_normal.jpg,https://x.com/ilkeycl/status/1788678549534081215,tweet_id:1788678549534081215
Cemâl Efendi,@cemalefendicim2,2024-05-10T06:27:27.000Z,False,"Ben de diyorum, İnsanlik niye o kadar ilerledi artık gözükmüyor... Yorumları okuyunca anladım ki 20 yıl da bir başa geri dönüyoruz.",0,0,0,96,[],[],[],https://pbs.twimg.com/profile_images/1489699096520798213/nDDU-TK3_normal.jpg,https://x.com/cemalefendicim2/status/1788818114525741253,tweet_id:1788818114525741253
Bettyli,@Kisgunessii_,2024-05-09T21:59:48.000Z,False,Gurur,0,0,0,313,[],[],['\\U0001f1f9\\U0001f1f7'],https://pbs.twimg.com/profile_images/1660617885381697538/a3k9p-BY_normal.jpg,https://x.com/Kisgunessii_/status/1788690359792329039,tweet_id:1788690359792329039
max,@m2003esc,2024-05-09T20:56:38.000Z,False,"easily the most emotional moment of this year's eurovision  

hurricane is such a beautiful song and eden golan performs it flawlessly,  israel is standing strong and proud and it's here to stay no matter the hate! #eurovision #eurovision2024",0,0,0,0,"['#eurovision', '#eurovision2024']",[],"['\\U0001f90d', '\\U0001f1ee\\U0001f1f1', '\\U0001faf6', '\\U0001f54a\\ufe0f']",https://pbs.twimg.com/profile_images/1747731422289305600/6UsbFlEA_normal.jpg,https://x.com/i/status/1788669635476238662,tweet_id:1788669635476238662
TruthSeeker,@IndictTheReich,2024-05-10T05:06:27.000Z,True,Most talentless waste of space.,0,0,0,277,[],[],[],https://pbs.twimg.com/profile_images/1788906247397224448/RRCy-QR4_normal.jpg,https://x.com/IndictTheReich/status/1788797730975866929,tweet_id:1788797730975866929
Jürgeneedabiggerboat,@Razor_LFC,2024-05-09T23:51:20.000Z,False,16k Children Murdered!!! SAOIRSE DON PHALAISTÍN,0,0,0,49,[],[],[],https://pbs.twimg.com/profile_images/1288109733874786304/VNXiDepJ_normal.jpg,https://x.com/Razor_LFC/status/1788718425277104558,tweet_id:1788718425277104558
Duncan,@DuncanISRL,2024-05-09T21:08:18.000Z,False,,0,0,0,398,[],[],"['\\U0001f1ee\\U0001f1f1', '\\U0001f1ee\\U0001f1f1']",https://pbs.twimg.com/profile_images/1792585318064906241/TAPXDtr9_normal.jpg,https://x.com/DuncanISRL/status/1788677399996961004,tweet_id:1788677399996961004
Unstoppable,@UnstoppableDp,2024-05-10T01:30:58.000Z,False,"Impressive, tears of joy",0,0,0,60,[],[],[],https://pbs.twimg.com/profile_images/1728413469123264512/4CtFItcl_normal.jpg,https://x.com/UnstoppableDp/status/1788743499631776021,tweet_id:1788743499631776021
(((Rex the Hunt))),@RexTheHunt,2024-05-10T00:57:20.000Z,False,Off pitch.,0,0,0,85,[],[],[],https://pbs.twimg.com/profile_images/1790476773156704256/vNPgRhta_normal.jpg,https://x.com/RexTheHunt/status/1788735035824046264,tweet_id:1788735035824046264
ChelseaToDaMax,@ChelseatodaMAX,2024-05-10T02:58:22.000Z,False,Ukraine Too,0,0,0,48,[],[],[],https://pbs.twimg.com/profile_images/1791954677614985217/RN-kffHD_normal.jpg,https://x.com/ChelseatodaMAX/status/1788765495723749538,tweet_id:1788765495723749538
yellow cafee,@yellowcaffe,2024-05-10T17:05:15.000Z,False,Free Palestine #hindshall,0,0,0,4,['#hindshall'],[],"['\\U0001f1f5\\U0001f1f8', '\\u270c\\U0001f3fd']",https://pbs.twimg.com/profile_images/1464227770804936763/atuW3cf7_normal.jpg,https://x.com/yellowcaffe/status/1788978619835969904,tweet_id:1788978619835969904
Jay.Sue,@JaySue555,2024-05-11T13:46:16.000Z,False,Literally after hearing her screaming piece!,0,0,0,6,[],[],[],https://pbs.twimg.com/profile_images/1604522400544133124/JZJhWRh7_normal.jpg,https://x.com/JaySue555/status/1789290935039283661,tweet_id:1789290935039283661
,@NotCoolos,2024-05-09T22:38:16.000Z,False,The attempted high note made my ears bleed im cryinggg they letting anybody sing nowadays ,0,0,0,358,[],['@aerigags'],[],https://pbs.twimg.com/profile_images/1478846649153859587/EmeKLzTr_normal.jpg,https://x.com/NotCoolos/status/1788700041080610874,tweet_id:1788700041080610874
Afat,@Stafffffffff69,2024-05-09T22:23:10.000Z,False,,0,0,0,292,[],[],[],https://pbs.twimg.com/profile_images/1788559550565462016/t9Q6-3ho_normal.jpg,https://x.com/Stafffffffff69/status/1788696241091584044,tweet_id:1788696241091584044
vooxna,@vooxna,2024-05-10T19:26:21.000Z,False,,0,0,0,4,[],[],[],https://pbs.twimg.com/profile_images/1788008627774570496/0esLSK9W_normal.jpg,https://x.com/vooxna/status/1789014128964575442,tweet_id:1789014128964575442
SALMAN,@GBharK1,2024-05-10T18:59:10.000Z,False,Why is she singing in English ask her to sing in khabakah kushalk lkaksrkaba,0,0,0,2,[],[],[],https://pbs.twimg.com/profile_images/1746230733537153024/yGFFQ32w_normal.jpg,https://x.com/GBharK1/status/1789007289980002656,tweet_id:1789007289980002656
°Ꭰҽҽ♡°,@hwassunflower,2024-05-09T21:00:22.000Z,False,,0,0,0,916,[],[],[],https://pbs.twimg.com/profile_images/1418167456485548033/21hdNMUa_normal.jpg,https://x.com/hwassunflower/status/1788675401977413719,tweet_id:1788675401977413719
Edgecruizer,@snakesabo619815,2024-05-10T01:16:28.000Z,False,,0,0,0,52,[],[],"['\\U0001f923', '\\U0001f923']",https://pbs.twimg.com/profile_images/1778524111414927361/GqCZV6kJ_normal.jpg,https://x.com/snakesabo619815/status/1788739850310750268,tweet_id:1788739850310750268
PapaCaramba,@tanne9545,2024-05-10T01:29:11.000Z,False,,0,0,0,16,[],[],"['\\u2764\\ufe0f', '\\U0001f1ee\\U0001f1f1', '\\u2764\\ufe0f', '\\U0001f1ee\\U0001f1f1', '\\u2764\\ufe0f', '\\U0001f1ee\\U0001f1f1', '\\U0001f64f\\U0001f3fd']",https://pbs.twimg.com/profile_images/1792034917104431104/L7tC0YZc_normal.jpg,https://x.com/tanne9545/status/1788743053022265366,tweet_id:1788743053022265366
The silver & bleek,@KHumidan,2024-05-10T04:02:15.000Z,False,lol why was she hawking loogies when she went into the circle?? I’m confused  about her deep voice  sounding like Barry white  so many questions,0,0,0,10,[],[],['\\U0001f914'],https://pbs.twimg.com/profile_images/1737926599071399936/ZGxmXWxv_normal.jpg,https://x.com/KHumidan/status/1788781573413974487,tweet_id:1788781573413974487
linda begin לינדה בגין,@linda39939554,2024-05-09T21:00:37.000Z,False,Israel ,0,0,0,333,[],[],['\\U0001f1ee\\U0001f1f1'],https://pbs.twimg.com/profile_images/1725889963265253376/ZCxJlDbj_normal.jpg,https://x.com/linda39939554/status/1788675463033819476,tweet_id:1788675463033819476
Wilma,@whma1234,2024-05-09T20:57:20.000Z,False,They have my vote 20x.,0,0,0,937,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://x.com/whma1234/status/1788674640719556713,tweet_id:1788674640719556713
Angel,@pedestallover,2024-05-09T21:01:42.000Z,False,It was so extremely beautiful.,0,0,0,1.4K,[],[],[],https://pbs.twimg.com/profile_images/1794528146324094976/jAGiSkc2_normal.jpg,https://x.com/pedestallover/status/1788675738024960469,tweet_id:1788675738024960469
Kimi,@Kimi_wohl,2024-05-09T21:05:18.000Z,False,Such a raw performance. Beautiful.,0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1751680669300740096/K381AF9t_normal.jpg,https://x.com/Kimi_wohl/status/1788676642442740007,tweet_id:1788676642442740007
Nona,@reginaLi33,2024-05-09T21:21:41.000Z,False,,0,0,0,119,[],[],"['\\U0001f1ee\\U0001f1f1', '\\U0001f1ee\\U0001f1f1', '\\U0001f1ee\\U0001f1f1', '\\U0001f1ee\\U0001f1f1', '\\U0001f1ee\\U0001f1f1']",https://pbs.twimg.com/profile_images/1722580024383963136/RjXcALVZ_normal.jpg,https://x.com/reginaLi33/status/1788680766081085850,tweet_id:1788680766081085850
ISRAEL_88,@zabolotnai36176,2024-05-09T21:42:54.000Z,False,,0,0,0,145,[],[],"['\\U0001f1ee\\U0001f1f1', '\\U0001f499', '\\U0001f90d', '\\U0001f1ec\\U0001f1ea']",https://pbs.twimg.com/profile_images/1791531953902002176/7lbMwVBU_normal.jpg,https://x.com/zabolotnai36176/status/1788686107321737638,tweet_id:1788686107321737638
Crissi,@Criissiii,2024-05-09T21:09:59.000Z,False,They were literally booing her off the stage lol,0,0,0,1.7K,[],[],[],https://pbs.twimg.com/profile_images/1242022528471773184/WXryO-3__normal.jpg,https://x.com/Criissiii/status/1788677821591617563,tweet_id:1788677821591617563
noonecoming,@abrams_homa,2024-05-09T22:50:33.000Z,False,,0,0,0,77,[],[],"['\\U0001f499', '\\U0001f499', '\\U0001f499', '\\U0001f499', '\\U0001f90d', '\\U0001f90d', '\\U0001f90d', '\\U0001f90d', '\\U0001f499', '\\U0001f499', '\\U0001f499', '\\U0001f499']",https://pbs.twimg.com/profile_images/1718651047865208833/ampadW3-_normal.jpg,https://x.com/abrams_homa/status/1788703132593090715,tweet_id:1788703132593090715
Spinney Psychology,@SpinneyPsychol,2024-05-09T21:40:03.000Z,True,LIFE IN GAZA,0,0,0,156,[],[],[],https://pbs.twimg.com/profile_images/1534562759429455872/Dj036lLa_normal.jpg,https://x.com/SpinneyPsychol/status/1788685387692396883,tweet_id:1788685387692396883
La Papi Cucaracha,@mazin_lufiass,2024-05-10T00:21:55.000Z,False,"And..... 
She got booeeed",0,0,0,30,[],[],[],https://pbs.twimg.com/profile_images/1518406854275059712/EOCIvSV-_normal.jpg,https://x.com/mazin_lufiass/status/1788726124303843627,tweet_id:1788726124303843627
"Upscale Recycled Jewelry,",@stonewrapper,2024-05-09T21:47:22.000Z,False,#fuckyougenocidist,0,0,0,58,['#fuckyougenocidist'],[],[],https://pbs.twimg.com/profile_images/1049459959165939713/sAL-1acW_normal.jpg,https://x.com/stonewrapper/status/1788687230308868561,tweet_id:1788687230308868561
Кретен један,@ocuinijemitesko,2024-05-10T19:15:01.000Z,False,,0,0,0,26,[],[],[],https://pbs.twimg.com/profile_images/1723079316450283520/2RqRXEmp_normal.jpg,https://x.com/ocuinijemitesko/status/1789011276259291259,tweet_id:1789011276259291259
Rivoluzionario della melanzana,@caponatacommie,2024-05-09T23:44:59.000Z,False,"That's fair enough, but he doesn't look well, and is still disabled and having to flee for his life in his parents arms. I reposted what was reported.",0,0,0,700,[],[],[],https://pbs.twimg.com/profile_images/1525494379967823872/tySIV-Su_normal.jpg,https://x.com/caponatacommie/status/1788716829617119524,tweet_id:1788716829617119524
ThomasTank 46,@Thomas46Tank,2024-05-09T21:04:10.000Z,False,The hostages didn't see the coverage of Eurovision.,0,0,0,1.3K,[],[],[],https://pbs.twimg.com/profile_images/1587531598899167235/ypme7Yka_normal.jpg,https://x.com/Thomas46Tank/status/1788676359469817978,tweet_id:1788676359469817978
Rivoluzionario della melanzana,@caponatacommie,2024-05-09T23:00:23.000Z,False,The hostages are likely dead because Israel has been bombing the shit out of them.,0,0,0,642,[],[],[],https://pbs.twimg.com/profile_images/1525494379967823872/tySIV-Su_normal.jpg,https://x.com/caponatacommie/status/1788705604028019181,tweet_id:1788705604028019181
Martin Leahy,@TheNewReview2,2024-05-09T21:35:14.000Z,False,"Palestinian singer Leen sings ‘You Will Never Bury Palestine’- a rewrite of this year’s Israeli Eurovision entry. 
Recorded in @CoughlansLive Cork City, Ireland with a powerful chorus of people all united in one voice for Palestine. ",0,0,0,42,[],[],['\\U0001f4fd\\ufe0f'],https://pbs.twimg.com/profile_images/1336060219747688456/gTiZaY0-_normal.jpg,https://x.com/TheNewReview2/status/1788684178025750775,tweet_id:1788684178025750775
WhereIsTruth,@WhereIsTruth23,2024-05-10T01:49:27.000Z,False,"Poor little dear. So heartbreaking.
Such wickedness is happening.",0,0,0,86,[],[],[],https://pbs.twimg.com/profile_images/1723717310186184704/HImivVl5_normal.jpg,https://x.com/WhereIsTruth23/status/1788748153925070897,tweet_id:1788748153925070897
baseballgirl57,@baseballgirl57,2024-05-10T04:01:22.000Z,False,"God, please help them ",0,0,0,71,[],[],['\\U0001f64f'],https://pbs.twimg.com/profile_images/1741551126204256256/fwvIIk1N_normal.jpg,https://x.com/baseballgirl57/status/1788781351363084581,tweet_id:1788781351363084581
Isherwood Williams,@Isherwood_,2024-05-11T09:36:13.000Z,False,these amputations are older than a year.,0,0,0,8,[],[],[],https://pbs.twimg.com/profile_images/2222637069/Nervous-breakdown_normal.jpg,https://x.com/Isherwood_/status/1789228006650552416,tweet_id:1789228006650552416
flying dutchman,@Cantileverworst,2024-05-10T00:51:10.000Z,False,"As if wounds of amputating heal so fast at least it is not a doll, keep up the good work #Pallywood",0,0,0,66,['#Pallywood'],[],['\\U0001f602'],https://pbs.twimg.com/profile_images/1768826624177221632/f5XFS38c_normal.jpg,https://x.com/Cantileverworst/status/1788733482841059371,tweet_id:1788733482841059371
Noyb23,@Noyb023,2024-05-10T14:36:39.000Z,False,"Those injuries didn’t happen from the war, they’re too clean and healed.  He was born that way",0,0,0,15,[],[],[],https://pbs.twimg.com/profile_images/1672981880726073345/RKrMwGLV_normal.jpg,https://x.com/Noyb023/status/1788941222469324957,tweet_id:1788941222469324957
Is everyone going crazy?,@everyone_going,2024-05-10T05:16:59.000Z,False,"Nah, Joost ist ein sehr unsympathischer Zeitgenosse (Pressekonferenz nach dem Halbfinale). Wer sich gegenüber einer 20 Jährigen so benimmt und sein Lied selbst nicht ernst nimmt ( hasst Isrsel, liebt aber die EU Flagge (wie war das nochmal mit den Flüchtlingen im Mittelmeer?)",0,0,0,155,[],[],[],https://pbs.twimg.com/profile_images/1455291346445537283/--PWDs4L_normal.jpg,https://x.com/everyone_going/status/1788800380303790284,tweet_id:1788800380303790284
:),@rettiwt321123,2024-05-09T23:47:47.000Z,False,Europawahlen incoming.,0,0,0,124,[],[],['\\U0001f600'],https://pbs.twimg.com/profile_images/1575196847718776859/mbbDXv9d_normal.jpg,https://x.com/rettiwt321123/status/1788717535082283321,tweet_id:1788717535082283321
Zonenolaf,@zonenolaf,2024-05-10T08:45:55.000Z,False,2 Unlimited -No Limit,0,0,0,107,[],[],[],https://pbs.twimg.com/profile_images/1764361722935091201/wyAOnBak_normal.jpg,https://x.com/zonenolaf/status/1788852959842898071,tweet_id:1788852959842898071
Ms. Schimmerlos,@Nastijanni,2024-05-10T11:55:26.000Z,False,"Ich finde das gar nicht schlecht, werde mir jetzt den ganzen Auftritt ansehen.",0,0,0,92,[],[],[],https://pbs.twimg.com/profile_images/1756763772893507584/SKRld6eX_normal.jpg,https://x.com/Nastijanni/status/1788900652564848703,tweet_id:1788900652564848703
O. K.,@OK63SGE,2024-05-10T11:21:35.000Z,False,Spastiker Show,0,0,0,39,[],[],[],https://pbs.twimg.com/profile_images/1574749052511703041/hnabMZjm_normal.png,https://x.com/OK63SGE/status/1788892135128797421,tweet_id:1788892135128797421
Lars,@larscx,2024-05-10T07:41:46.000Z,False,"Könnte man meinen, wenn da nicht diese ekelhafte Art wäre:",0,0,0,315,[],[],[],https://pbs.twimg.com/profile_images/1721515056012124160/PuHHGfLJ_normal.jpg,https://x.com/larscx/status/1788836814721028167,tweet_id:1788836814721028167
İnci,@_incignr_,2024-05-09T20:56:57.000Z,False,Ben bi süre ağlayıp bi 50kez daha izliycem :(,0,0,0,1.5K,[],[],[],https://pbs.twimg.com/profile_images/1771595511457267712/smcLJOym_normal.jpg,https://x.com/_incignr_/status/1788674541507494154,tweet_id:1788674541507494154
Ali,@Atcaal1,2024-05-09T21:00:24.000Z,False,Reddediyorum böyle uyarıyı,0,0,0,798,[],[],[],https://pbs.twimg.com/profile_images/1792237954342985728/IpOxL-H3_normal.jpg,https://x.com/Atcaal1/status/1788675412538650892,tweet_id:1788675412538650892
M.C,@masonculbard,2024-05-09T21:06:01.000Z,False,Gurur,0,0,0,396,[],[],[],https://pbs.twimg.com/profile_images/1642502540137836544/Z209Z1C8_normal.jpg,https://x.com/masonculbard/status/1788676823632531699,tweet_id:1788676823632531699
Jalil Alyasli,@jalyslyy,2024-05-09T21:10:10.000Z,False,Ozlendin be Turkiye ,0,0,0,401,[],[],"['\\U0001f979', '\\U0001f1f9\\U0001f1f7', '\\u2764\\ufe0f']",https://pbs.twimg.com/profile_images/1791418874497318912/Gjx3PSxu_normal.jpg,https://x.com/jalyslyy/status/1788677866659405903,tweet_id:1788677866659405903
Michael Allan Rilstoft,@mikkallan,2024-05-09T21:00:09.000Z,False,Eurovision fan olup ta Türkiye’yi bu gururu yaşamaktan 12 yıldır mahrum bırakanlara oy verenlere denilecek bir şey yok. Türkiye özleniyor.,0,0,0,529,[],[],[],https://pbs.twimg.com/profile_images/1282361597118353408/wvo0gRey_normal.jpg,https://x.com/mikkallan/status/1788675346386018529,tweet_id:1788675346386018529
☥ lilithimsi,@kirginkuzgun,2024-05-09T20:51:02.000Z,False,güzel bi uyarı olmuş akahskahsk,0,0,0,1.7K,[],[],[],https://pbs.twimg.com/profile_images/1786751192963387392/oEUVWQsy_normal.jpg,https://x.com/kirginkuzgun/status/1788673051623616955,tweet_id:1788673051623616955
Danielle Shimoni,@d_s2108,2024-05-10T09:04:11.000Z,False,Repulsive,0,0,0,636,[],[],[],https://pbs.twimg.com/profile_images/1636278295435132930/kxyFE7rt_normal.jpg,https://x.com/d_s2108/status/1788857557571830193,tweet_id:1788857557571830193
Jessica Chesthair,@Jess_Chesthair,2024-05-10T13:36:36.000Z,False,This is my favorite tweet lmaoooo,0,0,0,1K,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://x.com/Jess_Chesthair/status/1788926113546150028,tweet_id:1788926113546150028
ESCJenn,@EscJenn13313,2024-05-10T17:27:52.000Z,False,,0,0,0,364,[],['@Virg0jewel'],[],https://pbs.twimg.com/profile_images/1754074599493341185/suOY_hgC_normal.jpg,https://x.com/EscJenn13313/status/1788984313779830792,tweet_id:1788984313779830792
zavisiodkonteksta,@iskljuciaparate,2024-05-10T01:05:00.000Z,False,Omg THE ACCURACY,0,0,0,3.9K,[],[],[],https://pbs.twimg.com/profile_images/1699594767045197824/Zb0g0B1P_normal.jpg,https://x.com/iskljuciaparate/status/1788736964021162076,tweet_id:1788736964021162076
VikingZionist,@ImperialReign05,2024-05-10T14:01:07.000Z,False,That Bambie is a FREAK.,0,0,0,28,[],[],[],https://pbs.twimg.com/profile_images/1792289373569814529/-YG7SMWn_normal.jpg,https://x.com/ImperialReign05/status/1788932282390040578,tweet_id:1788932282390040578
1389 Предраг СофроновиЋ,@sofronovicharh,2024-05-11T17:40:42.000Z,False,,0,0,0,21,[],[],[],https://pbs.twimg.com/profile_images/1774851136542916608/KZBa3OAL_normal.jpg,https://x.com/sofronovicharh/status/1789349930986848607,tweet_id:1789349930986848607
Ambassador Idit Rosenzweig-Abu,@IditAbu,2024-05-09T20:44:59.000Z,True,"#VRT Shame on you

If only to counter these despicable people,  who took over TV time space to broadcast anti Israel lies to viewers of the #Eurovision contest.

Vote #14 for Eden. #eurovision2024 #Israel",0,0,0,0,"['#VRT', '#Eurovision', '#eurovision2024', '#Israel']",[],[],https://pbs.twimg.com/profile_images/1605532116711636992/DQfL6z-E_normal.jpg,https://x.com/IditAbu/status/1788671529485521272/photo/1,tweet_id:1
Moy Miz,@moymiz,2024-05-09T20:52:21.000Z,True,"On October 6th Gaza was an independent territory.  With own government, language, people and borders. 

But the urge to kill has effectively ended the independent territory. 

𝐏𝐚𝐥𝐞𝐬𝐭𝐢𝐧𝐢𝐚𝐧𝐬 𝐬𝐚𝐲 𝐭𝐡𝐞𝐲 𝐰𝐚𝐧𝐭 𝐢𝐧𝐝𝐞𝐩𝐞𝐧𝐝𝐞𝐧𝐜𝐞, 𝐛𝐮𝐭 𝐭𝐡𝐞𝐢𝐫",0,0,0,3.1K,[],[],[],https://pbs.twimg.com/profile_images/1754676715480342528/5N_oHNmD_normal.jpg,https://x.com/moymiz/status/1788673383439503767,tweet_id:1788673383439503767
Susanne*Roellchen,@Roellchen2011,2024-05-09T20:59:15.000Z,True,,0,0,0,2.3K,[],[],"['\\U0001f44d', '\\u203c\\ufe0f', '\\U0001f447']",https://pbs.twimg.com/profile_images/1754867757/SuSe_normal.jpg,https://x.com/Roellchen2011/status/1788675119776223549,tweet_id:1788675119776223549
Susanne*Roellchen,@Roellchen2011,2024-05-09T22:05:03.000Z,True,,0,0,0,1K,[],[],"['\\U0001f447', '\\u203c\\ufe0f', '\\U0001f447']",https://pbs.twimg.com/profile_images/1754867757/SuSe_normal.jpg,https://x.com/Roellchen2011/status/1788691679450427516,tweet_id:1788691679450427516
Furkan Gözükara,@GozukaraFurkan,2024-05-09T21:20:27.000Z,True,You gonna show this too?,0,0,0,3.8K,[],[],[],https://pbs.twimg.com/profile_images/1737203349672321024/W-ow2P5x_normal.jpg,https://x.com/GozukaraFurkan/status/1788680457585893821,tweet_id:1788680457585893821
Furkan Gözükara,@GozukaraFurkan,2024-05-09T21:20:41.000Z,True,Yes this is her,0,0,0,1.1K,[],[],[],https://pbs.twimg.com/profile_images/1737203349672321024/W-ow2P5x_normal.jpg,https://x.com/GozukaraFurkan/status/1788680516670988602,tweet_id:1788680516670988602
King Gwap,@KingxGwap,2024-05-09T20:52:58.000Z,True,major safety concerns,0,0,0,1.8K,[],[],"['\\U0001f9e8', '\\U0001f4a5', '\\U0001f681']",https://pbs.twimg.com/profile_images/1787213209247883264/Y-6g_vAs_normal.jpg,https://x.com/KingxGwap/status/1788673538138018140,tweet_id:1788673538138018140
King Gwap,@KingxGwap,2024-05-09T20:54:15.000Z,True,,0,0,0,2.1K,[],[],"['\\U0001f4e2', '\\U0001f440']",https://pbs.twimg.com/profile_images/1787213209247883264/Y-6g_vAs_normal.jpg,https://x.com/KingxGwap/status/1788673863674683672,tweet_id:1788673863674683672
MT4427,@skyll4427,2024-05-09T20:57:20.000Z,False,https://x.com/bouchrasahrane/status/1788552311993766357?s=46…,0,0,0,294,[],[],[],https://pbs.twimg.com/profile_images/1736831238814519297/PT0fFlyD_normal.jpg,https://x.com/skyll4427/status/1788674639952023934,tweet_id:1788674639952023934
Serge Rosenbaum,@serge_rosenbaum,2024-05-10T08:54:14.000Z,False,News on  is so biased even their staff believe those lies.,0,0,0,78,[],['@vrtnws'],[],https://pbs.twimg.com/profile_images/1790774207296458754/K497di0O_normal.jpg,https://x.com/serge_rosenbaum/status/1788855050472706177,tweet_id:1788855050472706177
Dirk Dedoncker,@3xdbe,2024-05-10T07:36:35.000Z,False,You have to shame you.,0,0,0,151,[],[],[],https://pbs.twimg.com/profile_images/1335906317697998848/A9reOSta_normal.jpg,https://x.com/3xdbe/status/1788835510984515803,tweet_id:1788835510984515803
Els T.,@10pondt,2024-05-10T10:21:47.000Z,False,,0,0,0,58,[],[],[],https://pbs.twimg.com/profile_images/1689897683731750912/YvE4Zqe1_normal.jpg,https://x.com/10pondt/status/1788877083910795483,tweet_id:1788877083910795483
HB,@HeckerUndBlum,2024-05-09T21:10:55.000Z,False,"Shameful and disgusting, ",0,0,0,334,[],['@VRT'],[],https://pbs.twimg.com/profile_images/1558445333654523911/YKG98dlC_normal.jpg,https://x.com/HeckerUndBlum/status/1788678057269621094,tweet_id:1788678057269621094
Yves De Vos,@YvesDeVos1,2024-05-10T06:01:03.000Z,False,The participation of Azerbeidzjan (2023 ethnic cleansing of Armenians) was apparently OK for the #vrt,0,0,0,140,['#vrt'],[],[],https://pbs.twimg.com/profile_images/1532672738002931713/czTDc5zb_normal.jpg,https://x.com/YvesDeVos1/status/1788811468252536953,tweet_id:1788811468252536953
Censored@Warwick Official,Censored@Warwick,2024-05-09T21:22:26.000Z,False,What did they lie about?,0,0,0,450,[],[],[],https://pbs.twimg.com/profile_images/1453929103812296709/dz0ChNEH_normal.jpg,https://x.com/NotAtWarwick/status/1788680956955512861,tweet_id:1788680956955512861
Isol.sol,@kryptojaeger,2024-05-10T11:07:51.000Z,False,Shame on you isreal!,0,0,0,102,[],[],[],https://pbs.twimg.com/profile_images/1751599989162209285/n59Gp4SP_normal.png,https://x.com/kryptojaeger/status/1788888678560940432,tweet_id:1788888678560940432
Cyril,@BelgianGreenCub,2024-05-09T21:09:25.000Z,False, ,0,0,0,618,[],['@VRT'],"['\\U0001f5a4', '\\U0001f49b', '\\u2764\\ufe0f']",https://pbs.twimg.com/profile_images/1698065703633293312/WH6NYG9E_normal.jpg,https://x.com/BelgianGreenCub/status/1788677681329983872,tweet_id:1788677681329983872
YouSou,@YousouCompany,2024-05-09T22:36:31.000Z,False,Ok genocidal terrorist…,0,0,0,55,[],[],[],https://pbs.twimg.com/profile_images/1600973083602571275/Ci_d7rDi_normal.jpg,https://x.com/YousouCompany/status/1788699599013585330,tweet_id:1788699599013585330
luc geerts,@lucgeerts,2024-05-11T19:37:39.000Z,False,Go home loser,0,0,0,3,[],[],[],https://pbs.twimg.com/profile_images/1787480847483830272/J3QWDDN2_normal.jpg,https://x.com/lucgeerts/status/1789379361147109769,tweet_id:1789379361147109769
Michel Monique,@MichelMonique12,2024-05-09T21:15:44.000Z,False,La finale pour Eden tellement contente ,0,0,0,210,[],[],"['\\U0001f64f', '\\U0001f1ee\\U0001f1f1', '\\u2764\\ufe0f']",https://pbs.twimg.com/profile_images/1327664357220683784/lfVCvI1-_normal.jpg,https://x.com/MichelMonique12/status/1788679268618096911,tweet_id:1788679268618096911
Tom Hagen,@MiamiBrisbane,2024-05-09T21:53:37.000Z,False,Werden de gijzelaars intussen al vrijgelaten?,0,0,0,194,[],[],[],https://pbs.twimg.com/profile_images/1771736904935129088/2M9RISZR_normal.jpg,https://x.com/MiamiBrisbane/status/1788688802392735972,tweet_id:1788688802392735972
Gérald Thirry,@GeraldThirry,2024-05-09T23:02:08.000Z,False, tu peux préciser que la chaîne #VRT a interrompu la chanson israélienne pour envoyer un message de soutien à la Palestine !! Le soutien à ta chanson israélienne ne semble pas aussi évident que tu voudrais le prétendre même si chaque sioniste vote 20 fois ,0,0,0,128,['#VRT'],['@julienbahloul'],"['\\U0001f602', '\\U0001f602', '\\U0001f602', '\\U0001f923']",https://pbs.twimg.com/profile_images/1775549393615151104/tFKQJJcH_normal.jpg,https://x.com/GeraldThirry/status/1788706045038145663,tweet_id:1788706045038145663
ig0l,@igalamisraelhai,2024-05-09T23:23:01.000Z,False,vrt antisemit ,0,0,0,160,[],[],['\\U0001f4a9'],https://pbs.twimg.com/profile_images/1729665133549338624/kxxAiCmK_normal.jpg,https://x.com/igalamisraelhai/status/1788711301138559034,tweet_id:1788711301138559034
dolciumixxx,@dolciumixxx,2024-05-09T21:00:40.000Z,True,In the meantime… Israel actions.     Disgusting ,0,0,0,173,[],[],['\\U0001f92e'],https://pbs.twimg.com/profile_images/1717799762886295552/bvynbvwf_normal.jpg,https://x.com/dolciumixxx/status/1788675475931279674,tweet_id:1788675475931279674
