Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
Eurovisionario,@eurovisionario,2024-05-13T19:15:49.000Z,False,"Desglose de resultados:Irlanda | Bambie Thug - 'Doomsday Blue'#Eurovision | #EurovisionRTVE | #Eurovision2024 

*Las clasificaciones del jurado (11º-26º) incluyen la votación a Países Bajos.",0,0,0,385K,"['#Eurovision', '#EurovisionRTVE', '#Eurovision2024']",[],"['\\U0001f534', '\\U0001f50e', '\\U0001f1ee\\U0001f1ea']",https://pbs.twimg.com/profile_images/1652681294902439937/vlrqrBPs_normal.jpg,https://x.com/eurovisionario/status/1790098643753545983,tweet_id:1790098643753545983
Joyu,@josesjd,2024-05-13T18:57:29.000Z,False,La realización en directo de la actuación de Suiza con LiveEdit. Qué maravilla.  #Eurovision #Eurovision2024,0,0,0,338K,"['#Eurovision', '#Eurovision2024']",[],"['\\U0001f60d', '\\U0001f4fa']",https://pbs.twimg.com/profile_images/1693703959787999232/t9hl5ftU_normal.jpg,https://x.com/josesjd/status/1790094029444493671,tweet_id:1790094029444493671
La Zanzara,@LaZanzaraR24,2024-05-13T17:20:00.000Z,False,"Cruciani: ""Vannacci ha detto di essere nauseato dalla vittoria di Nemo all'Eurovision. Uno sarà libero di essere nauseato? Vogliamo togliere il diritto alla nausea?"". #Eurovision2024",0,0,0,34K,['#Eurovision2024'],['@giucruciani'],[],https://pbs.twimg.com/profile_images/1543914819933376512/efRJoFcn_normal.jpg,https://x.com/LaZanzaraR24/status/1790069495274549562,tweet_id:1790069495274549562
sᴜᴘᴇʀ ᴛᴠ,@superTV247,2024-05-13T16:50:48.000Z,True,"While Bambie Thug finished 6th in Eurovision (6th in the televote and 6th in the jury vote with a 6 point difference)… 666,000 viewers also watched the grand final on Saturday night in Ireland, with a peak share of 66% The witch has been crowned!#Eurovision #Eurovision2024",0,0,0,203K,"['#Eurovision', '#Eurovision2024']",[],['\\U0001f1ee\\U0001f1ea'],https://pbs.twimg.com/profile_images/1535428787671801858/_Jo4sUgw_normal.jpg,https://x.com/superTV247/status/1790062148187517214,tweet_id:1790062148187517214
Fabien Randanne,@fabrandanne,2024-05-13T14:37:22.000Z,False,"Parmi les cinq membres du jury australien, un le classe 13e et les autres le placent dans le bottom 5. Alors que deux jurés classent la Finlande dans leur top 5  #Eurovision #Eurovision2024",0,0,0,7.3K,"['#Eurovision', '#Eurovision2024']",[],['\\U0001f921'],https://pbs.twimg.com/profile_images/1791158943311372288/uri--8Sn_normal.jpg,https://x.com/fabrandanne/status/1790028568761606491,tweet_id:1790028568761606491
Los Replicantes,@los_replicantes,2024-05-13T12:15:00.000Z,False,"Lucía Etxebarria acusa a Bambie Thug (Irlanda) de arruinar Eurovisión por hacer un ""hechizo"" sobre el escenario: ""Yo sé de brujería céltica"" #Eurovision2024",0,0,0,291K,['#Eurovision2024'],[],[],https://pbs.twimg.com/profile_images/1419955073795428352/AaWfTxEQ_normal.jpg,https://x.com/los_replicantes/status/1789992740006105218,tweet_id:1789992740006105218
Sipedon,@sipedonn,2024-05-13T09:53:56.000Z,False,"“ZARI” by Marina Satti entered the top-50 Viral Global chart on Spotify. 
It’s the first EVER song in Greek to achieve this! #eurovisiongreece #eurovision2024 #Eurovision #eurovisiongr #Σαττι #Μαρινα_Σαττι #marina_satti #viral",0,0,0,139K,"['#eurovisiongreece', '#eurovision2024', '#Eurovision', '#eurovisiongr', '#Σαττι', '#Μαρινα_Σαττι', '#marina_satti', '#viral']",[],[],https://pbs.twimg.com/profile_images/1350414309202001922/0QqBdws2_normal.jpg,https://x.com/sipedonn/status/1789957241111527555,tweet_id:1789957241111527555
Eurovisión España - RTVE,@eurovision_tve,2024-05-13T09:34:09.000Z,False,"“No creo que haya absolutamente nadie que considere que lo que ha pasado ha sido un fracaso. Es una canción que se han convertido en un himno”María Eizaguirre, directora de Comunicación y Participación de RTVE #Eurovision2024 #EurovisiónRTVE",0,0,0,305K,"['#Eurovision2024', '#EurovisiónRTVE']",[],"['\\U0001f4ac', '\\U0001f5e3\\ufe0f']",https://pbs.twimg.com/profile_images/1792926749367451650/EQefvhFi_normal.jpg,https://x.com/eurovision_tve/status/1789952260056748240,tweet_id:1789952260056748240
Paolo Giordano,@IlPaoloGiordano,2024-05-13T07:48:33.000Z,False,"Rifondare Eurovision. È uno show sempre più grande con le canzoni sempre più piccole, una vetrina pop che rischia di diventare un ring per la propaganda. Forse è il caso di correggere la rotta. (qui  https://ilgiornale.it/news/grande-show-piccola-musica-leurovision-rifondare-2321010.html…) #ESC24 #Eurovision #Eurovision2024",0,0,0,11K,"['#ESC24', '#Eurovision', '#Eurovision2024']",[],['\\U0001f449'],https://pbs.twimg.com/profile_images/635136682531139585/mIFGHyVx_normal.jpg,https://x.com/IlPaoloGiordano/status/1789925687438061940,tweet_id:1789925687438061940
Eurovisión España - RTVE,@eurovision_tve,2024-05-13T07:41:19.000Z,False,"#ZORRA es ya todo un himno En solo 48 horas ha sumado más de 1,3 millones de reproducciones en Spotify, superando la barrera de los 17 millones.

¡Nebulossa está en su mejor momento! #Eurovision2024 #ESC2024",0,0,0,32K,"['#ZORRA', '#Eurovision2024', '#ESC2024']",[],['\\U0001f98a'],https://pbs.twimg.com/profile_images/1792926749367451650/EQefvhFi_normal.jpg,https://x.com/eurovision_tve/status/1789923864887058888,tweet_id:1789923864887058888
Lucillola,@LucillaMasini,2024-05-13T07:01:41.000Z,False,"Amedeo Minghi: «L'Eurovision è come Sodoma e Gomorra. Ha vinto lo svizzero in gonnellina». Poi attacca Angelina Mango.

Trottolino invidioso du du da da da.#Eurovision2024 #EurovisionSongContest #AngelinaMango #Nemo #Minghi #13maggio #LGBTQ",0,0,0,4.7K,"['#Eurovision2024', '#EurovisionSongContest', '#AngelinaMango', '#Nemo', '#Minghi', '#13maggio', '#LGBTQ']",[],[],https://pbs.twimg.com/profile_images/1104169269259046913/dB7LAJwp_normal.jpg,https://x.com/LucillaMasini/status/1789913893663375362,tweet_id:1789913893663375362
MaurizioDomenico loi,@loidomemau,2024-05-13T06:45:08.000Z,False,"Mentre noi ascoltiamo la musica oscena dell'Eurovision, ieri sera a #Newcastle c'era il concerto di Eric Clapton che si è presentato con questa chitarra.
Ilaria D#Eurovision2024 #Gaza#Rafah",0,0,0,14K,"['#Newcastle', '#Eurovision2024', '#Gaza', '#Rafah']",['@EricClapton'],"['\\u2764\\ufe0f', '\\U0001f1f5\\U0001f1f8']",https://pbs.twimg.com/profile_images/1352012506999509001/_dnDS-Vx_normal.jpg,https://x.com/loidomemau/status/1789909728174256623,tweet_id:1789909728174256623
DIRECT.NEWS,@_Direct_News,2024-05-13T05:55:00.000Z,True,"Pourquoi personne n’ose dire que l’Eurovision est une supercherie artistique vulgaire, idéologique et grotesque ?
Reste un pigeon, le téléspectateur français qui finance ces âneries.  #Eurovision #Eurovision2024",0,0,0,24K,"['#Eurovision', '#Eurovision2024']","['@gabriellecluzel', '@BVoltaire']",[],https://pbs.twimg.com/profile_images/1661399894643421184/rZA4ZUNe_normal.jpg,https://x.com/_Direct_News/status/1789897109585735723,tweet_id:1789897109585735723
Mir Ali Hassan,@MirAliHassan10,2024-05-13T00:44:29.000Z,False,"اسلام وعلیکم 
ورحمة الله وبركاته
 صباح الخير 
اللہ پاک ہم سب پر اپنا کرم و فضل فرمائے آمین _⚘الھم صل علٰی سیدنا محمد صلی اللہ علیہ وآلہ وسلم ⚘#Eurovision2024 #Eurovision #นาฏราชครั้งที่15",0,0,0,298,"['#Eurovision2024', '#Eurovision', '#นาฏราชครั้งที่15']",[],"['\\U0001f940', '\\U0001f940', '\\U0001f940', '\\u2764\\ufe0f\\u200d\\U0001fa79']",https://pbs.twimg.com/profile_images/1791051063451082752/NgkhNfuT_normal.jpg,https://x.com/MirAliHassan10/status/1789818964467425525,tweet_id:1789818964467425525
Afraz Hussain,@AfrazHussain5,2024-05-13T00:42:23.000Z,True,"Alhamdulillah 
Subhan ALLAH 
ALLAH O AKBAR 
ASTAGHFIRULLAH 
Rise and shine wishing you a peaceful and beautiful day  #Eurovision2024 #Eurovision #นาฏราชครั้งที่15 #Sismo #MothersDay #primiily",0,0,0,521,"['#Eurovision2024', '#Eurovision', '#นาฏราชครั้งที่15', '#Sismo', '#MothersDay', '#primiily']",[],['\\U0001f3f5\\ufe0f'],https://pbs.twimg.com/profile_images/1791096436710375424/r14cV6Km_normal.jpg,https://x.com/AfrazHussain5/status/1789818436492619847,tweet_id:1789818436492619847
Noureen_Shiraz,@NOUREEN_SHIRAZ,2024-05-12T22:26:25.000Z,True," Aquí tienen a #EdenGolan con su muy admirado, el genocida  #Eurovision2024  #Israel #FreePalestine #GazaGenocide  #RafahUnderAttack",0,0,0,3K,"['#EdenGolan', '#Eurovision2024', '#Israel', '#FreePalestine', '#GazaGenocide', '#RafahUnderAttack']","['@netanyahu', '@EBU', '@Eurovision']","['\\U0001f449', '\\U0001f92e', '\\U0001f92e', '\\U0001f92e', '\\U0001f92e', '\\U0001f92e', '\\U0001f92e', '\\U0001f92e', '\\U0001f92e', '\\U0001f92e', '\\U0001f92e', '\\U0001f92e', '\\U0001f92e', '\\U0001f92e']",https://pbs.twimg.com/profile_images/1623444421441212417/5TmD_wyO_normal.jpg,https://x.com/NOUREEN_SHIRAZ/status/1789784219930988684,tweet_id:1789784219930988684
Rory Cowan,@1rorycowan,2024-05-12T21:16:36.000Z,True,Look at this. #EdenGolan held her head high all through #Eurovision2024 and kept going through all the hate and bullying directed at her from inside and outside the Eurovision arena and from all corners of Europe. And she got home to Tel Aviv today and broke down when she saw her,0,0,0,228K,"['#EdenGolan', '#Eurovision2024']",[],[],https://pbs.twimg.com/profile_images/1683702330271604742/l_DezNlU_normal.jpg,https://x.com/1rorycowan/status/1789766649173754361,tweet_id:1789766649173754361
Luis Aníbal Rincón Arguello. ®,@Rincon001A,2024-05-12T21:10:40.000Z,True,"Como no amar a esta mujer !

Sabían que Eden Golan se alistará de manera voluntaria en El Ejercito, luego de su destacada participación en #Eurovision2024 para para defender a Israel 

Para ella su paso por Eurovisión, fue una Misión de Estado 

Viva el Estado de Israel !

Am",0,0,0,17K,['#Eurovision2024'],[],[],https://pbs.twimg.com/profile_images/1709952061536694272/CiKaJbgw_normal.jpg,https://x.com/Rincon001A/status/1789765156756484461,tweet_id:1789765156756484461
leilani dowding,@LeilaniDowding,2024-05-12T21:05:21.000Z,True,I’m glad I don’t have a Tv license so didn’t watch this.  But it looks like they need an exorcist #EUROVISION #Eurovision2024,0,0,0,19K,"['#EUROVISION', '#Eurovision2024']",[],[],https://pbs.twimg.com/profile_images/1138519671039287296/9kz4L82B_normal.jpg,https://x.com/LeilaniDowding/status/1789763818593100210,tweet_id:1789763818593100210
Tony Hellings,@TonyHellings,2024-05-12T20:21:31.000Z,False,Die #diskwalificatie van #joostklein was gewoon heel logisch. Vandaar dat meneer stiekem op #Lelystad is geland om als een 'dief in de nacht' te verdwijnen. #Eurovision2024 #Eurovision #oranjezondag #eventothier,0,0,0,32K,"['#diskwalificatie', '#joostklein', '#Lelystad', '#Eurovision2024', '#Eurovision', '#oranjezondag', '#eventothier']",[],[],https://pbs.twimg.com/profile_images/1735281545089318912/kJKVNp0F_normal.jpg,https://x.com/TonyHellings/status/1789752790622818416,tweet_id:1789752790622818416
Jane,@localnotail,2024-05-12T19:40:46.000Z,False,"Israel supporters tried so hard to get more public votes in #Eurovision2024billboards in Times Square
YouTube adverts in multiple languages that appeared on the official  stream
using different credit cards
recruiting non-fans

But Croatia still got more votes (337)",0,0,0,50K,['#Eurovision2024'],['@Eurovision'],['\\U0001f3c6'],https://pbs.twimg.com/profile_images/1484516190768844801/OJWFL-Ou_normal.jpg,https://x.com/localnotail/status/1789742535528656969,tweet_id:1789742535528656969
Anna,@Anna_lena2022,2024-05-12T19:32:08.000Z,True,Höchsten Respekt für die Gebärdendolmetscherin der BBC. Überwältigend.  #Eurovision2024 | #eurovision | #EurovisionSongContest,0,0,0,109K,"['#Eurovision2024', '#eurovision', '#EurovisionSongContest']",[],[],https://pbs.twimg.com/profile_images/1621820838281445380/5bGUuQ2V_normal.jpg,https://x.com/Anna_lena2022/status/1789740359712391640,tweet_id:1789740359712391640
Espíritu De La Golosina,@Espiritugolosin,2024-05-12T18:37:59.000Z,False,"Dana International, primera mujer transexual en ganar Eurovisión en 1998 por Israel. #EurovisionRTVE #eurovision2024  https://x.com/Araknne1/statu/Araknne1/status/1789429268235124807…",0,0,0,19K,"['#EurovisionRTVE', '#eurovision2024']",[],['\\U0001f618'],https://pbs.twimg.com/profile_images/1382758066383388681/kuWsTdWu_normal.jpg,https://x.com/Espiritugolosin/status/1789726734247465312,tweet_id:1789726734247465312
Farrukh,@implausibleblog,2024-05-12T16:47:16.000Z,True,"Hi   I am one of the quarter of UK viewers who didn't tune into #Eurovision2024 

I have watched Eurovision most of my life and love the show, even if it is super corny

But I couldn't support an organisation that allowed Israel to participate while Israel has",0,0,0,15K,['#Eurovision2024'],"['@Eurovision', '@EBU']",[],https://pbs.twimg.com/profile_images/1281886248085475328/XUa1h_ug_normal.jpg,https://x.com/implausibleblog/status/1789698869959291043,tweet_id:1789698869959291043
Iva Masson,@IvaMasson,2024-05-12T16:42:00.000Z,True,Qu'est-ce que c'est que ce cirque? L'Eurovision ou la Gaypride? Je ne sais même plus où on en est!#Eurovision2024,0,0,0,28K,['#Eurovision2024'],[],[],https://pbs.twimg.com/profile_images/1780190037084139520/rhjdkyFI_normal.jpg,https://x.com/IvaMasson/status/1789697544416616857,tweet_id:1789697544416616857
florin⸆⸉,@esc_florin,2024-05-12T16:31:34.000Z,False,best and well deserved top 10 we ever had in eurovision #Eurovision2024,0,0,0,213K,['#Eurovision2024'],[],[],https://pbs.twimg.com/profile_images/1766392959400914944/kQATpLXk_normal.jpg,https://x.com/esc_florin/status/1789694919931478455,tweet_id:1789694919931478455
𝐼𝐹𝒻𝒾 𝒢𝑜𝒩𝒟𝒶𝐿,@I_G68,2024-05-12T15:53:30.000Z,True,"'لفظ'لاہور سن کے..؟
آپ کے ذہن میں کیا آتا سب سے پہلے #Eurovision2024#Auroraborealis #KimJiWon #Eurovision#A_P_G ",0,0,0,557,"['#Eurovision2024', '#Auroraborealis', '#KimJiWon', '#Eurovision', '#A_P_G']","['@0fozi_', '@5nqvi', '@B__G65', '@111mn1', '@_1gul', '', '', '', '', '', '', '', '', '', '', '']","['\\U0001f495', '\\u2764\\ufe0f']",https://pbs.twimg.com/profile_images/1729429469318791168/L4QIb8fX_normal.jpg,https://x.com/I_G68/status/1789685338203463981,tweet_id:1789685338203463981
Laurens,@LaurensEurope,2024-05-12T14:57:04.000Z,True,Europapa is ondertussen de top 50 global binnen gekomen op Spotify. De EBU probeerde Joost te cancelen maar hij slaat 10x zo hard terug. Karma! #Eurovision2024 #ESF24,0,0,0,22K,"['#Eurovision2024', '#ESF24']",[],[],https://pbs.twimg.com/profile_images/1777550152879755264/LLpwD8ND_normal.jpg,https://x.com/LaurensEurope/status/1789671137162539103,tweet_id:1789671137162539103
femke,@inlauvperry,2024-05-12T14:47:48.000Z,False,"Who is Joost Klein, what did EBU do to him and why was he disqualified from competing in Eurovision 2024 for The Netherlands?

In this thread everything will be explained.#Eurovision2024 #Europapa #joostkleinPic: Joost Klein with his friends Appie Mussa and Stuntkabouter",0,0,0,4.2M,"['#Eurovision2024', '#Europapa', '#joostklein']",[],['\\U0001f9f5'],https://pbs.twimg.com/profile_images/1789696808194576384/3JhKxQgo_normal.jpg,https://x.com/inlauvperry/status/1789668806568145108,tweet_id:1789668806568145108
ChicoSinSuerte,@EscandaloNando,2024-05-12T14:26:57.000Z,False,"""Es que hemos mandado algo solo para disfrutar, cuando lo que tenemos que hacer es ir a ganar""

Amor, fuimos a ganar en 2022 y en 2023, este año Reino Unido ha ido a ganar y ha tenido 0 en el Televoto 

¿Se me entiende?#Eurovision#Eurovision2024",0,0,0,315K,"['#Eurovision', '#Eurovision2024']",[],['\\U0001f1ec\\U0001f1e7'],https://pbs.twimg.com/profile_images/1295463889317105670/zJo2lZ6c_normal.jpg,https://x.com/EscandaloNando/status/1789663561175748761,tweet_id:1789663561175748761
ChicoSinSuerte,@EscandaloNando,2024-05-12T14:22:06.000Z,False,"2022 - La actuación que hizo historia 
2023 - La raíz, el sentimiento y la realización impecable
2024 - El himno que siempre habíamos querido llevar

¿En serio no os compensa todo eso?

Llevamos 3 años buenísimos y a mí me lo da TODO#Eurovision#Eurovision2024",0,0,0,71K,"['#Eurovision', '#Eurovision2024']",[],['\\U0001f60d'],https://pbs.twimg.com/profile_images/1295463889317105670/zJo2lZ6c_normal.jpg,https://x.com/EscandaloNando/status/1789662339685323252,tweet_id:1789662339685323252
Marilynne Friedman,@marilynnefriedm,2024-05-12T14:15:50.000Z,True,"Throughout , #Ireland’s witch competitor spent an inordinate amount of time publicly hating a young #Israeli woman; far more than expressing pride in representing her own country. That is just one of the reasons #EdenGolan bested her. In every way. #Eurovision2024",0,0,0,3.2K,"['#Ireland', '#Israeli', '#EdenGolan', '#Eurovision2024']",['@Eurovision'],[],https://pbs.twimg.com/profile_images/1454171021175631877/SiPjbUos_normal.jpg,https://x.com/marilynnefriedm/status/1789660762027291016,tweet_id:1789660762027291016
Bernardo Pereira,@bernardontp,2024-05-12T14:00:13.000Z,False, Broadcaster RTP will present a formal protest to the EBU in case foul play is detected by the delayed upload of iolanda’s performance.  They also want clarification about alleged fake cheers during Israel’s performance. #Eurovision #Eurovision2024,0,0,0,247K,"['#Eurovision', '#Eurovision2024']",[],"['\\U0001f1f5\\U0001f1f9', '\\U0001f1ee\\U0001f1f1']",https://pbs.twimg.com/profile_images/1657877788890628096/QK9UO1iB_normal.jpg,https://x.com/bernardontp/status/1789656830295122198,tweet_id:1789656830295122198
Adel Sadat,@Adel_A_Sadat,2024-05-12T13:57:03.000Z,False,Det var ännu en fin och lugn uppslutning igår vid hyllie! Det blev aning tumultivt senare men får man räkna med när det är så många känslor inblandade. Det är trots allt ett folkmord som pågår!#Eurovision2024 #Eurovision #svpol,0,0,0,1.8K,"['#Eurovision2024', '#Eurovision', '#svpol']",[],[],https://pbs.twimg.com/profile_images/1777278174730100736/kHtJVxwc_normal.jpg,https://x.com/Adel_A_Sadat/status/1789656033888964910,tweet_id:1789656033888964910
Rapper K.A.F.K.A (Official),@KAFKA_Dev,2024-05-12T13:49:45.000Z,True,"Het Songfestival is 1 grote FREAKSHOW en mag wat mij betreft helemaal worden AFGESCHAFT! 

Doe een  & RT als je het eens bent! #Eurovision2024 #Eurovision #ESC2024 #joostklein",0,0,0,72K,"['#Eurovision2024', '#Eurovision', '#ESC2024', '#joostklein']",[],['\\u2665\\ufe0f'],https://pbs.twimg.com/profile_images/1682498798306701312/Z7Wr8nnb_normal.jpg,https://x.com/KAFKA_Dev/status/1789654198683910192,tweet_id:1789654198683910192
Eilis O'Hanlon,@OHanlonEilis,2024-05-12T12:41:59.000Z,False,"What's remarkable is that not one single person involved in #Eurovision2024 said or did anything in protest on the night. They're all talk outside the arena and after the event. During it, they did what they were told like wee EBU lapdogs. Now they want us to think they're rebels",0,0,0,9.4K,['#Eurovision2024'],[],[],https://pbs.twimg.com/profile_images/1652966700961132548/y972CrM-_normal.jpg,https://x.com/OHanlonEilis/status/1789637143679185316,tweet_id:1789637143679185316
Camille Moscow,@camille_moscow,2024-05-12T12:33:15.000Z,True,"Voici le gagnant de l'Eurovision 2024... Il est pas mignon avec sa mini jupe ?

Vladimir Poutine a raison. L’occident est foutu, perverti et pourri.#Eurovision2024 | Israël | #auroreboreale",0,0,0,465K,"['#Eurovision2024', '#auroreboreale']",[],[],https://pbs.twimg.com/profile_images/1716851843744059392/cwDxK-sT_normal.jpg,https://x.com/camille_moscow/status/1789634944345493738,tweet_id:1789634944345493738
Ambassade de Suisse en France,@AmbSuisseParis,2024-05-12T12:07:42.000Z,True,"La Suisse  gagne l’Eurovision ! 

Bravo à l’artiste biennois #Nemo  et un grand bravo à   pour sa magnifique prestation !! #ESC2024 #Eurovision2024",0,0,0,7.7K,"['#Nemo', '#ESC2024', '#Eurovision2024']",['@Slimaneoff'],"['\\U0001f1e8\\U0001f1ed', '\\U0001f38a', '\\U0001f1eb\\U0001f1f7', '\\U0001f44f', '\\U0001f44f', '\\U0001f44f']",https://pbs.twimg.com/profile_images/1402656629372428290/OR8Iph3E_normal.png,https://x.com/AmbSuisseParis/status/1789628513923846378,tweet_id:1789628513923846378
Harry Vermeegen,@harryvermeegen,2024-05-12T11:42:03.000Z,True,"Nog een keer over Joost Klein! Kortom, deel 2.#joostklein #Eurovision2024 #cornaldmaas #Europapa #avrotros #EBU",0,0,0,90K,"['#joostklein', '#Eurovision2024', '#cornaldmaas', '#Europapa', '#avrotros', '#EBU']",[],[],https://pbs.twimg.com/profile_images/1600800417188823040/2GjQobqU_normal.jpg,https://x.com/harryvermeegen/status/1789622061754724392,tweet_id:1789622061754724392
fab-mtp,@fabien_mtp,2024-05-12T11:26:52.000Z,False,"Voici le gagnant de l'#Eurovision 2024... Il n'est pas beau avec sa mini jupe ?
l'Eurovision n'est plus un programme familial, c'est pour un public perverti…#Eurovision2024 #Decadence",0,0,0,32K,"['#Eurovision', '#Eurovision2024', '#Decadence']",[],[],https://pbs.twimg.com/profile_images/1666034495378673664/W7Osi9m1_normal.jpg,https://x.com/fabien_mtp/status/1789618241288954170,tweet_id:1789618241288954170
Alexisφ,@_Citoyen_Alexis,2024-05-12T11:17:00.000Z,False,"Manon Aubry : « Je suis quand même frappée que des députées, allant des macronistes jusqu'au RN en passant par Nadine Morano, aient fait du prosélytisme toute la soirée pour voter en faveur de la candidate israélienne. »#Eurovision2024 #Israel #Eurovision #BoycottEurovision2024",0,0,0,29K,"['#Eurovision2024', '#Israel', '#Eurovision', '#BoycottEurovision2024']",[],[],https://pbs.twimg.com/profile_images/1685976713824526336/fN7pdTMq_normal.jpg,https://x.com/_Citoyen_Alexis/status/1789615757552242837,tweet_id:1789615757552242837
